# Title: February 2024 - January 2025 Contiguous U.S. County Palmer Z-Index
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
AL-065,Hale County,Alabama,-0.85,-0.82,14,-0.03
AL-067,Henry County,Alabama,-0.31,-0.34,49,0.03
AL-069,Houston County,Alabama,0.05,-0.01,69,0.06
AL-071,Jackson County,Alabama,-0.73,-0.7,22,-0.04
AL-073,Jefferson County,Alabama,-1.05,-1.05,12,0
AL-075,Lamar County,Alabama,-0.76,-0.72,23,-0.05
AL-077,Lauderdale County,Alabama,-0.56,-0.57,27,0.02
AL-079,Lawrence County,Alabama,-0.67,-0.7,20,0.03
AL-081,Lee County,Alabama,0.27,0.32,88,-0.05
AL-083,Limestone County,Alabama,-0.6,-0.58,26,-0.02
AL-085,Lowndes County,Alabama,-0.19,-0.21,54,0.02
AL-087,Macon County,Alabama,0.4,0.41,93,-0.01
AL-089,Madison County,Alabama,-0.65,-0.61,24,-0.04
AL-091,Marengo County,Alabama,-1.13,-1.11,6,-0.01
AL-093,Marion County,Alabama,-0.61,-0.6,27,-0.01
AL-095,Marshall County,Alabama,-0.95,-0.97,11,0.01
AL-097,Mobile County,Alabama,-0.45,-0.47,31,0.02
AL-099,Monroe County,Alabama,-0.32,-0.25,52,-0.07
AL-101,Montgomery County,Alabama,0.33,0.35,91,-0.03
AL-103,Morgan County,Alabama,-0.72,-0.71,24,-0.01
AL-105,Perry County,Alabama,-1.03,-0.97,10,-0.06
AL-107,Pickens County,Alabama,-0.88,-0.85,15,-0.03
AL-109,Pike County,Alabama,0.11,0.08,76,0.03
AL-111,Randolph County,Alabama,-0.25,-0.23,50,-0.02
AL-113,Russell County,Alabama,0.41,0.43,91,-0.02
AL-115,St. Clair County,Alabama,-0.9,-0.94,14,0.03
AL-117,Shelby County,Alabama,-0.93,-0.9,14,-0.03
AL-119,Sumter County,Alabama,-0.89,-0.84,16,-0.05
AL-121,Talladega County,Alabama,-0.52,-0.52,35,0.01
AL-123,Tallapoosa County,Alabama,-0.02,0.03,73,-0.06
AL-125,Tuscaloosa County,Alabama,-0.72,-0.71,21,-0.01
AL-127,Walker County,Alabama,-0.74,-0.76,25,0.02
AL-129,Washington County,Alabama,-0.56,-0.6,29,0.04
AL-131,Wilcox County,Alabama,-0.65,-0.62,26,-0.03
AL-133,Winston County,Alabama,-0.68,-0.71,19,0.03
AZ-001,Apache County,Arizona,-0.75,-0.75,33,-0.01
AZ-003,Cochise County,Arizona,-0.78,-0.86,24,0.09
AZ-005,Coconino County,Arizona,-1.45,-1.54,7,0.1
AZ-007,Gila County,Arizona,-0.78,-0.87,27,0.09
AZ-009,Graham County,Arizona,-0.98,-1,20,0.03
AZ-011,Greenlee County,Arizona,-0.97,-0.94,22,-0.03
AZ-012,La Paz County,Arizona,-1.36,-1.46,2,0.11
AZ-013,Maricopa County,Arizona,-0.92,-1.01,14,0.09
AZ-015,Mohave County,Arizona,-1.4,-1.45,5,0.05
AZ-017,Navajo County,Arizona,-1.15,-1.23,18,0.08
AZ-019,Pima County,Arizona,-0.46,-0.53,39,0.07
AZ-021,Pinal County,Arizona,-0.53,-0.63,39,0.11
AZ-023,Santa Cruz County,Arizona,-0.48,-0.59,42,0.11
AZ-025,Yavapai County,Arizona,-1.1,-1.19,14,0.1
AZ-027,Yuma County,Arizona,-0.97,-1.05,10,0.07
AR-001,Arkansas County,Arkansas,-0.51,-0.49,29,-0.02
AR-003,Ashley County,Arkansas,0.05,0.06,80,-0
AR-005,Baxter County,Arkansas,0.59,0.54,100,0.05
AR-007,Benton County,Arkansas,-0.82,-0.85,14,0.02
AR-009,Boone County,Arkansas,-0.08,-0.12,60,0.04
AR-011,Bradley County,Arkansas,-0.3,-0.28,46,-0.02
AR-013,Calhoun County,Arkansas,-0.25,-0.23,47,-0.02
AR-015,Carroll County,Arkansas,-0.49,-0.52,28,0.03
AR-017,Chicot County,Arkansas,-0.02,-0.05,65,0.02
AR-019,Clark County,Arkansas,-0.48,-0.42,36,-0.06
AR-021,Clay County,Arkansas,0.18,0.17,74,0.01
AR-023,Cleburne County,Arkansas,0.12,0.14,80,-0.03
AR-025,Cleveland County,Arkansas,-0.56,-0.55,25,-0.01
AR-027,Columbia County,Arkansas,0.29,0.31,90,-0.02
AR-029,Conway County,Arkansas,0.25,0.25,87,-0.01
AR-031,Craighead County,Arkansas,-0.19,-0.21,47,0.01
AR-033,Crawford County,Arkansas,-0.08,-0.08,60,0
AR-035,Crittenden County,Arkansas,0.08,0.06,75,0.02
AR-037,Cross County,Arkansas,-0.12,-0.15,53,0.02
AR-039,Dallas County,Arkansas,-0.53,-0.5,26,-0.03
AR-041,Desha County,Arkansas,-0.27,-0.26,54,-0.01
AR-043,Drew County,Arkansas,-0.37,-0.35,46,-0.01
AR-045,Faulkner County,Arkansas,-0.1,-0.06,61,-0.04
AR-047,Franklin County,Arkansas,0.05,0.03,72,0.02
AR-049,Fulton County,Arkansas,0.55,0.52,98,0.03
AR-051,Garland County,Arkansas,-0.93,-0.89,14,-0.04
AR-053,Grant County,Arkansas,-0.35,-0.32,43,-0.03
AR-055,Greene County,Arkansas,-0.18,-0.23,45,0.04
AR-057,Hempstead County,Arkansas,0.23,0.3,89,-0.07
AR-059,Hot Spring County,Arkansas,-0.86,-0.82,15,-0.03
AR-061,Howard County,Arkansas,-0.26,-0.2,50,-0.05
AR-063,Independence County,Arkansas,0.03,0.03,67,-0
AR-065,Izard County,Arkansas,0.46,0.43,90,0.03
AR-067,Jackson County,Arkansas,-0.38,-0.36,37,-0.02
AR-069,Jefferson County,Arkansas,-0.49,-0.47,27,-0.02
AR-071,Johnson County,Arkansas,0.09,0.09,72,-0
AR-073,Lafayette County,Arkansas,0.46,0.48,97,-0.01
AR-075,Lawrence County,Arkansas,-0.46,-0.5,29,0.05
AR-077,Lee County,Arkansas,0.01,-0.02,63,0.03
AR-079,Lincoln County,Arkansas,-0.56,-0.54,28,-0.02
AR-081,Little River County,Arkansas,0.34,0.35,88,-0.02
AR-083,Logan County,Arkansas,0.11,0.1,69,0.02
AR-085,Lonoke County,Arkansas,-0.29,-0.29,43,-0.01
AR-087,Madison County,Arkansas,-0.48,-0.49,35,0
AR-089,Marion County,Arkansas,0.27,0.2,77,0.07
AR-091,Miller County,Arkansas,0.33,0.32,86,0
AR-093,Mississippi County,Arkansas,0,-0.01,65,0.01
AR-095,Monroe County,Arkansas,-0.25,-0.28,46,0.03
AR-097,Montgomery County,Arkansas,-0.22,-0.19,49,-0.03
AR-099,Nevada County,Arkansas,0.16,0.23,85,-0.07
AR-101,Newton County,Arkansas,-0.47,-0.47,31,0
AR-103,Ouachita County,Arkansas,-0.16,-0.11,56,-0.05
AR-105,Perry County,Arkansas,-0.28,-0.29,45,0.02
AR-107,Phillips County,Arkansas,-0.17,-0.16,58,-0.01
AR-109,Pike County,Arkansas,-0.33,-0.26,47,-0.07
AR-111,Poinsett County,Arkansas,-0.08,-0.11,55,0.03
AR-113,Polk County,Arkansas,-0.28,-0.26,46,-0.02
AR-115,Pope County,Arkansas,-0.13,-0.11,58,-0.02
AR-117,Prairie County,Arkansas,-0.53,-0.53,29,0
AR-119,Pulaski County,Arkansas,-0.24,-0.21,48,-0.03
AR-121,Randolph County,Arkansas,-0.18,-0.23,46,0.05
AR-123,St. Francis County,Arkansas,-0,-0.03,68,0.03
AR-125,Saline County,Arkansas,-0.48,-0.46,30,-0.03
AR-127,Scott County,Arkansas,0.16,0.12,73,0.04
AR-129,Searcy County,Arkansas,0.02,-0.01,64,0.04
AR-131,Sebastian County,Arkansas,0.59,0.54,95,0.05
AR-133,Sevier County,Arkansas,-0.04,-0.01,70,-0.03
AR-135,Sharp County,Arkansas,0.25,0.22,80,0.04
AR-137,Stone County,Arkansas,0.41,0.4,90,0
AR-139,Union County,Arkansas,0.07,0.09,76,-0.01
AR-141,Van Buren County,Arkansas,0.02,0.02,71,0
AR-143,Washington County,Arkansas,-0.61,-0.61,27,0
AR-145,White County,Arkansas,-0.33,-0.28,49,-0.05
AR-147,Woodruff County,Arkansas,-0.35,-0.36,40,0.01
AR-149,Yell County,Arkansas,-0.49,-0.5,34,0
CA-001,Alameda County,California,-0.35,-0.45,38,0.1
CA-003,Alpine County,California,-0.76,-0.72,20,-0.04
CA-005,Amador County,California,-0.7,-0.75,21,0.05
CA-007,Butte County,California,-0.49,-0.56,30,0.06
CA-009,Calaveras County,California,-0.68,-0.74,19,0.06
CA-011,Colusa County,California,0.03,-0.04,65,0.06
CA-013,Contra Costa County,California,-0.54,-0.62,29,0.08
CA-015,Del Norte County,California,-0.38,-0.38,45,0
CA-017,El Dorado County,California,-0.78,-0.83,18,0.05
CA-019,Fresno County,California,-0.96,-1.02,15,0.05
CA-021,Glenn County,California,-0.13,-0.19,54,0.06
CA-023,Humboldt County,California,0.2,0.21,90,-0
CA-025,Imperial County,California,-1.28,-1.45,2,0.17
CA-027,Inyo County,California,-0.45,-0.48,50,0.03
CA-029,Kern County,California,-0.19,-0.21,70,0.02
CA-031,Kings County,California,-0.36,-0.45,60,0.09
CA-033,Lake County,California,-0.3,-0.33,46,0.03
CA-035,Lassen County,California,-0.51,-0.6,40,0.09
CA-037,Los Angeles County,California,-0.22,-0.3,52,0.08
CA-039,Madera County,California,-0.78,-0.82,20,0.04
CA-041,Marin County,California,-0.33,-0.41,45,0.08
CA-043,Mariposa County,California,-0.7,-0.73,24,0.03
CA-045,Mendocino County,California,-0.16,-0.16,57,0
CA-047,Merced County,California,0.14,0.1,77,0.04
CA-049,Modoc County,California,-0.33,-0.45,44,0.12
CA-051,Mono County,California,-0.97,-0.95,18,-0.02
CA-053,Monterey County,California,-0.07,-0.15,56,0.08
CA-055,Napa County,California,-0.41,-0.48,38,0.08
CA-057,Nevada County,California,-0.63,-0.65,22,0.02
CA-059,Orange County,California,0.07,-0.01,74,0.08
CA-061,Placer County,California,-0.67,-0.69,23,0.03
CA-063,Plumas County,California,-0.26,-0.3,52,0.04
CA-065,Riverside County,California,-0.88,-1.01,25,0.13
CA-067,Sacramento County,California,-0.29,-0.31,50,0.02
CA-069,San Benito County,California,-0.14,-0.21,55,0.07
CA-071,San Bernardino County,California,-0.61,-0.71,43,0.1
CA-073,San Diego County,California,-0.53,-0.68,42,0.16
CA-075,San Francisco County,California,-0.03,-0.15,60,0.12
CA-077,San Joaquin County,California,-0.14,-0.17,59,0.04
CA-079,San Luis Obispo County,California,-0.21,-0.29,50,0.08
CA-081,San Mateo County,California,-0.42,-0.52,41,0.1
CA-083,Santa Barbara County,California,-0.02,-0.16,63,0.15
CA-085,Santa Clara County,California,-0.25,-0.36,49,0.11
CA-087,Santa Cruz County,California,-0.38,-0.45,42,0.07
CA-089,Shasta County,California,-0.35,-0.39,43,0.04
CA-091,Sierra County,California,-0.53,-0.54,35,0.01
CA-093,Siskiyou County,California,-0.63,-0.64,23,0.02
CA-095,Solano County,California,-0.39,-0.45,43,0.07
CA-097,Sonoma County,California,-0.31,-0.4,44,0.09
CA-099,Stanislaus County,California,0.01,-0.03,65,0.04
CA-101,Sutter County,California,-0.08,-0.14,61,0.06
CA-103,Tehama County,California,-0.32,-0.38,45,0.06
CA-105,Trinity County,California,-0.41,-0.39,44,-0.02
CA-107,Tulare County,California,-0.99,-1.02,14,0.03
CA-109,Tuolumne County,California,-0.7,-0.74,21,0.04
CA-111,Ventura County,California,-0.15,-0.28,57,0.13
CA-113,Yolo County,California,-0.27,-0.32,48,0.05
CA-115,Yuba County,California,-0.58,-0.65,23,0.07
CO-001,Adams County,Colorado,-0.15,-0.25,58,0.11
CO-003,Alamosa County,Colorado,1.64,1.55,126,0.08
CO-005,Arapahoe County,Colorado,-0.16,-0.26,59,0.1
CO-007,Archuleta County,Colorado,-0.09,-0.19,59,0.1
CO-009,Baca County,Colorado,-0.08,-0.26,55,0.18
CO-011,Bent County,Colorado,-0.14,-0.36,50,0.22
CO-013,Boulder County,Colorado,-0.3,-0.41,51,0.11
CO-014,Broomfield County,Colorado,0.03,-0.03,68,0.07
CO-015,Chaffee County,Colorado,1.06,0.95,111,0.11
CO-017,Cheyenne County,Colorado,-0.57,-0.87,28,0.29
CO-019,Clear Creek County,Colorado,-0.33,-0.43,42,0.1
CO-021,Conejos County,Colorado,1.48,1.35,120,0.13
CO-023,Costilla County,Colorado,1.09,0.94,112,0.15
CO-025,Crowley County,Colorado,0.04,-0.09,78,0.13
CO-027,Custer County,Colorado,0.34,0.32,93,0.02
CO-029,Delta County,Colorado,-0.75,-0.94,28,0.19
CO-031,Denver County,Colorado,-0.22,-0.25,61,0.03
CO-033,Dolores County,Colorado,-0.63,-0.71,33,0.08
CO-035,Douglas County,Colorado,0.07,-0.01,74,0.08
CO-037,Eagle County,Colorado,-0.05,-0.08,70,0.02
CO-039,Elbert County,Colorado,0.14,0,72,0.14
CO-041,El Paso County,Colorado,0.14,-0.02,74,0.16
CO-043,Fremont County,Colorado,0.32,0.27,94,0.04
CO-045,Garfield County,Colorado,-0.3,-0.43,41,0.13
CO-047,Gilpin County,Colorado,-0.2,-0.31,53,0.11
CO-049,Grand County,Colorado,-0.52,-0.57,36,0.06
CO-051,Gunnison County,Colorado,0.48,0.37,95,0.11
CO-053,Hinsdale County,Colorado,0.48,0.41,99,0.07
CO-055,Huerfano County,Colorado,0.44,0.25,83,0.19
CO-057,Jackson County,Colorado,-0.32,-0.4,43,0.08
CO-059,Jefferson County,Colorado,-0.16,-0.22,61,0.06
CO-061,Kiowa County,Colorado,-0.33,-0.6,35,0.27
CO-063,Kit Carson County,Colorado,-0.35,-0.64,37,0.29
CO-065,Lake County,Colorado,0.66,0.61,108,0.05
CO-067,La Plata County,Colorado,-0.47,-0.55,43,0.08
CO-069,Larimer County,Colorado,-0.52,-0.63,35,0.11
CO-071,Las Animas County,Colorado,0.03,-0.13,70,0.17
CO-073,Lincoln County,Colorado,-0.06,-0.25,60,0.19
CO-075,Logan County,Colorado,-0.27,-0.47,53,0.2
CO-077,Mesa County,Colorado,-0.84,-1.06,26,0.22
CO-079,Mineral County,Colorado,0.25,0.2,90,0.05
CO-081,Moffat County,Colorado,-0.64,-0.72,33,0.08
CO-083,Montezuma County,Colorado,-0.99,-1.07,19,0.08
CO-085,Montrose County,Colorado,-1.29,-1.47,14,0.18
CO-087,Morgan County,Colorado,-0.04,-0.24,62,0.2
CO-089,Otero County,Colorado,-0.16,-0.27,65,0.11
CO-091,Ouray County,Colorado,-0.39,-0.52,51,0.14
CO-093,Park County,Colorado,0.2,0.14,80,0.05
CO-095,Phillips County,Colorado,-0.28,-0.46,45,0.19
CO-097,Pitkin County,Colorado,0.27,0.21,83,0.06
CO-099,Prowers County,Colorado,-0.14,-0.37,48,0.24
CO-101,Pueblo County,Colorado,0.6,0.5,105,0.09
CO-103,Rio Blanco County,Colorado,-0.41,-0.58,37,0.17
CO-105,Rio Grande County,Colorado,0.47,0.36,87,0.11
CO-107,Routt County,Colorado,-0.25,-0.32,48,0.07
CO-109,Saguache County,Colorado,0.87,0.76,108,0.11
CO-111,San Juan County,Colorado,0.17,0.09,84,0.08
CO-113,San Miguel County,Colorado,-0.89,-1,24,0.11
CO-115,Sedgwick County,Colorado,-0.37,-0.55,43,0.18
CO-117,Summit County,Colorado,-0.16,-0.2,60,0.04
CO-119,Teller County,Colorado,-0.22,-0.31,55,0.1
CO-121,Washington County,Colorado,0.23,0.01,80,0.22
CO-123,Weld County,Colorado,-0.52,-0.71,31,0.19
CO-125,Yuma County,Colorado,-0.51,-0.7,34,0.19
CT-001,Fairfield County,Connecticut,-0.48,-0.51,30,0.03
CT-003,Hartford County,Connecticut,-0.25,-0.26,42,0.01
CT-005,Litchfield County,Connecticut,-0.42,-0.49,25,0.07
CT-007,Middlesex County,Connecticut,-0.12,-0.13,53,0
CT-009,New Haven County,Connecticut,-0.16,-0.17,52,0.02
CT-011,New London County,Connecticut,-0.37,-0.37,38,-0
CT-013,Tolland County,Connecticut,-0.41,-0.38,38,-0.03
CT-015,Windham County,Connecticut,-0.5,-0.46,28,-0.04
DE-001,Kent County,Delaware,-1.85,-1.84,2,-0.01
DE-003,New Castle County,Delaware,-1.36,-1.38,3,0.01
DE-005,Sussex County,Delaware,-1.79,-1.77,2,-0.02
FL-001,Alachua County,Florida,-0.2,-0.19,52,-0.01
FL-003,Baker County,Florida,-0.41,-0.34,40,-0.07
FL-005,Bay County,Florida,-0.16,-0.18,60,0.02
FL-007,Bradford County,Florida,-0.28,-0.23,49,-0.04
FL-009,Brevard County,Florida,-0.53,-0.66,27,0.13
FL-011,Broward County,Florida,0,-0.12,59,0.12
FL-013,Calhoun County,Florida,-0.18,-0.15,60,-0.02
FL-015,Charlotte County,Florida,0.1,0.07,72,0.03
FL-017,Citrus County,Florida,-0.02,-0,70,-0.02
FL-019,Clay County,Florida,-0.19,-0.17,53,-0.02
FL-021,Collier County,Florida,-0.06,-0.16,53,0.1
FL-023,Columbia County,Florida,-0.21,-0.15,56,-0.06
FL-027,DeSoto County,Florida,-0.25,-0.28,46,0.03
FL-029,Dixie County,Florida,-0.39,-0.41,36,0.02
FL-031,Duval County,Florida,-0.08,-0.09,59,0.02
FL-033,Escambia County,Florida,-0.54,-0.53,32,-0
FL-035,Flagler County,Florida,-0.72,-0.73,24,0.01
FL-037,Franklin County,Florida,-0.16,-0.14,64,-0.02
FL-039,Gadsden County,Florida,-0.27,-0.28,48,0.01
FL-041,Gilchrist County,Florida,-0.31,-0.32,41,0.01
FL-043,Glades County,Florida,-0.4,-0.46,36,0.07
FL-045,Gulf County,Florida,-0.28,-0.27,53,-0.01
FL-047,Hamilton County,Florida,0.13,0.15,77,-0.02
FL-049,Hardee County,Florida,-0.29,-0.36,45,0.07
FL-051,Hendry County,Florida,-0.53,-0.59,32,0.07
FL-053,Hernando County,Florida,-0.01,0.01,74,-0.01
FL-055,Highlands County,Florida,-0.63,-0.72,27,0.09
FL-057,Hillsborough County,Florida,0.46,0.41,99,0.05
FL-059,Holmes County,Florida,0.19,0.12,77,0.07
FL-061,Indian River County,Florida,-0.77,-0.87,16,0.1
FL-063,Jackson County,Florida,0.34,0.31,88,0.03
FL-065,Jefferson County,Florida,-0.31,-0.37,45,0.05
FL-067,Lafayette County,Florida,-0.24,-0.24,48,0
FL-069,Lake County,Florida,-0.29,-0.36,42,0.07
FL-071,Lee County,Florida,0.41,0.37,93,0.04
FL-073,Leon County,Florida,-0.37,-0.38,43,0
FL-075,Levy County,Florida,-0.44,-0.45,34,0.01
FL-077,Liberty County,Florida,-0.32,-0.29,50,-0.03
FL-079,Madison County,Florida,-0.07,-0.12,63,0.05
FL-081,Manatee County,Florida,0.29,0.22,85,0.07
FL-083,Marion County,Florida,-0.37,-0.37,39,0
FL-085,Martin County,Florida,-0.38,-0.52,40,0.14
FL-086,Miami-Dade County,Florida,0.26,0.16,77,0.1
FL-087,Monroe County,Florida,0.29,0.2,87,0.09
FL-089,Nassau County,Florida,-0.13,-0.11,57,-0.02
FL-091,Okaloosa County,Florida,-0.58,-0.63,25,0.05
FL-093,Okeechobee County,Florida,-0.6,-0.71,27,0.11
FL-095,Orange County,Florida,-0.48,-0.59,31,0.11
FL-097,Osceola County,Florida,-1.18,-1.3,9,0.12
FL-099,Palm Beach County,Florida,-0.55,-0.6,28,0.05
FL-101,Pasco County,Florida,0.19,0.18,90,0.01
FL-103,Pinellas County,Florida,0.34,0.33,96,0.01
FL-105,Polk County,Florida,-0.32,-0.41,43,0.1
FL-107,Putnam County,Florida,-0.29,-0.28,44,-0.01
FL-109,St. Johns County,Florida,-0.26,-0.25,48,-0.01
FL-111,St. Lucie County,Florida,-0.34,-0.46,43,0.12
FL-113,Santa Rosa County,Florida,-0.61,-0.62,32,0
FL-115,Sarasota County,Florida,0.34,0.28,88,0.06
FL-117,Seminole County,Florida,-0.15,-0.25,53,0.11
FL-119,Sumter County,Florida,-0.12,-0.12,62,0
FL-121,Suwannee County,Florida,0.09,0.11,76,-0.02
FL-123,Taylor County,Florida,-0.48,-0.5,31,0.02
FL-125,Union County,Florida,-0.28,-0.23,43,-0.05
FL-127,Volusia County,Florida,-0.3,-0.36,42,0.06
FL-129,Wakulla County,Florida,-0.35,-0.33,47,-0.02
FL-131,Walton County,Florida,-0.25,-0.3,49,0.06
FL-133,Washington County,Florida,0.16,0.1,75,0.06
GA-001,Appling County,Georgia,0.61,0.59,105,0.02
GA-003,Atkinson County,Georgia,0.5,0.44,95,0.06
GA-005,Bacon County,Georgia,0.52,0.47,98,0.05
GA-007,Baker County,Georgia,0.05,0.01,68,0.04
GA-009,Baldwin County,Georgia,0.6,0.49,99,0.11
GA-011,Banks County,Georgia,-0.81,-0.8,23,-0.01
GA-013,Barrow County,Georgia,-0.42,-0.44,41,0.02
GA-015,Bartow County,Georgia,-0.75,-0.71,29,-0.04
GA-017,Ben Hill County,Georgia,0.5,0.46,98,0.04
GA-019,Berrien County,Georgia,0.56,0.52,99,0.04
GA-021,Bibb County,Georgia,0.26,0.2,86,0.06
GA-023,Bleckley County,Georgia,0.02,-0.05,71,0.07
GA-025,Brantley County,Georgia,-0.04,-0.02,71,-0.02
GA-027,Brooks County,Georgia,0.29,0.23,81,0.06
GA-029,Bryan County,Georgia,0.4,0.37,94,0.03
GA-031,Bulloch County,Georgia,0.97,0.9,112,0.07
GA-033,Burke County,Georgia,0.33,0.25,90,0.08
GA-035,Butts County,Georgia,0.36,0.31,89,0.05
GA-037,Calhoun County,Georgia,-0.03,-0.06,67,0.03
GA-039,Camden County,Georgia,-0.17,-0.14,62,-0.03
GA-043,Candler County,Georgia,1.08,0.98,114,0.11
GA-045,Carroll County,Georgia,-0.76,-0.74,25,-0.01
GA-047,Catoosa County,Georgia,-1.39,-1.3,3,-0.09
GA-049,Charlton County,Georgia,-0.28,-0.23,56,-0.04
GA-051,Chatham County,Georgia,0.25,0.23,90,0.03
GA-053,Chattahoochee County,Georgia,0.49,0.52,92,-0.03
GA-055,Chattooga County,Georgia,-0.51,-0.5,36,-0.01
GA-057,Cherokee County,Georgia,-0.6,-0.57,34,-0.03
GA-059,Clarke County,Georgia,-0.53,-0.56,37,0.03
GA-061,Clay County,Georgia,-0.21,-0.22,53,0.01
GA-063,Clayton County,Georgia,0.19,0.18,81,0
GA-065,Clinch County,Georgia,-0.26,-0.26,51,-0
GA-067,Cobb County,Georgia,-0.82,-0.82,25,0
GA-069,Coffee County,Georgia,0.72,0.66,106,0.07
GA-071,Colquitt County,Georgia,0.47,0.42,92,0.05
GA-073,Columbia County,Georgia,-0.05,-0.12,65,0.07
GA-075,Cook County,Georgia,0.51,0.46,98,0.05
GA-077,Coweta County,Georgia,-0.55,-0.56,32,0.01
GA-079,Crawford County,Georgia,0.15,0.08,78,0.07
GA-081,Crisp County,Georgia,0.18,0.09,74,0.09
GA-083,Dade County,Georgia,-1.03,-0.97,13,-0.06
GA-085,Dawson County,Georgia,-0.42,-0.39,42,-0.02
GA-087,Decatur County,Georgia,-0.13,-0.16,60,0.03
GA-089,DeKalb County,Georgia,-0.16,-0.17,55,0.01
GA-091,Dodge County,Georgia,0.12,0.05,78,0.07
GA-093,Dooly County,Georgia,0.12,0.04,71,0.08
GA-095,Dougherty County,Georgia,0.38,0.29,84,0.09
GA-097,Douglas County,Georgia,-0.64,-0.65,30,0.01
GA-099,Early County,Georgia,-0.2,-0.22,56,0.02
GA-101,Echols County,Georgia,0.01,0.01,68,-0
GA-103,Effingham County,Georgia,0.63,0.59,105,0.05
GA-105,Elbert County,Georgia,-0.64,-0.7,31,0.06
GA-107,Emanuel County,Georgia,0.79,0.68,101,0.11
GA-109,Evans County,Georgia,0.88,0.82,110,0.06
GA-111,Fannin County,Georgia,-0.47,-0.46,37,-0.02
GA-113,Fayette County,Georgia,-0.09,-0.1,67,0
GA-115,Floyd County,Georgia,-0.42,-0.4,44,-0.02
GA-117,Forsyth County,Georgia,-0.52,-0.49,35,-0.03
GA-119,Franklin County,Georgia,-0.99,-1.01,11,0.02
GA-121,Fulton County,Georgia,-0.37,-0.37,43,-0
GA-123,Gilmer County,Georgia,-0.34,-0.3,44,-0.04
GA-125,Glascock County,Georgia,0.27,0.17,85,0.1
GA-127,Glynn County,Georgia,-0.22,-0.18,59,-0.04
GA-129,Gordon County,Georgia,-0.4,-0.36,46,-0.03
GA-131,Grady County,Georgia,-0.15,-0.18,55,0.03
GA-133,Greene County,Georgia,0.1,-0.03,70,0.12
GA-135,Gwinnett County,Georgia,-0.43,-0.44,39,0.01
GA-137,Habersham County,Georgia,-0.64,-0.61,24,-0.03
GA-139,Hall County,Georgia,-0.47,-0.44,36,-0.03
GA-141,Hancock County,Georgia,0.53,0.4,94,0.13
GA-143,Haralson County,Georgia,-0.79,-0.75,23,-0.03
GA-145,Harris County,Georgia,0.25,0.29,84,-0.05
GA-147,Hart County,Georgia,-0.83,-0.86,19,0.03
GA-149,Heard County,Georgia,-0.59,-0.57,33,-0.02
GA-151,Henry County,Georgia,0.16,0.13,77,0.03
GA-153,Houston County,Georgia,0.15,0.08,75,0.07
GA-155,Irwin County,Georgia,0.59,0.55,101,0.04
GA-157,Jackson County,Georgia,-0.54,-0.55,34,0.01
GA-159,Jasper County,Georgia,0.72,0.62,105,0.1
GA-161,Jeff Davis County,Georgia,0.8,0.74,111,0.05
GA-163,Jefferson County,Georgia,0.2,0.1,79,0.1
GA-165,Jenkins County,Georgia,0.58,0.5,98,0.08
GA-167,Johnson County,Georgia,0.45,0.32,89,0.12
