short_desc,statisticcat_desc,source_desc,group_desc,CV (%),commodity_desc,domaincat_desc,state_name,country_code,load_time,sector_desc,asd_desc,prodn_practice_desc,zip_5,watershed_code,class_desc,watershed_desc,agg_level_desc,end_code,Value,state_ansi,week_ending,county_code,begin_code,county_name,util_practice_desc,domain_desc,freq_desc,congr_district_code,year,unit_desc,region_desc,country_name,asd_code,location_desc,state_fips_code,reference_period_desc,state_alpha,county_ansi
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-04-23 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,16,100,35,2018-04-22,,16,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #16,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-04-30 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,17,100,35,2018-04-29,,17,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #17,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-05-07 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,18,100,35,2018-05-06,,18,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #18,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-05-14 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,19,100,35,2018-05-13,,19,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #19,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-05-21 16:03:48.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,20,100,35,2018-05-20,,20,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #20,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-05-29 16:00:01.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,21,93,35,2018-05-27,,21,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #21,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-06-04 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,22,93,35,2018-06-03,,22,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #22,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-06-11 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,23,98,35,2018-06-10,,23,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #23,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-06-18 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,24,98,35,2018-06-17,,24,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #24,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-06-25 16:00:01.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,25,95,35,2018-06-24,,25,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #25,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-07-02 16:00:01.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,26,95,35,2018-07-01,,26,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #26,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-07-09 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,27,97,35,2018-07-08,,27,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #27,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-07-16 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,28,97,35,2018-07-15,,28,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #28,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-07-23 16:00:01.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,29,97,35,2018-07-22,,29,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #29,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-07-30 16:00:01.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,30,97,35,2018-07-29,,30,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #30,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-08-06 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,31,97,35,2018-08-05,,31,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #31,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-08-13 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,32,97,35,2018-08-12,,32,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #32,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-08-20 16:00:01.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,33,97,35,2018-08-19,,33,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #33,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-08-27 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,34,97,35,2018-08-26,,34,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #34,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-09-04 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,35,97,35,2018-09-02,,35,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #35,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-09-11 12:27:46.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,36,97,35,2018-09-09,,36,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #36,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-09-17 16:00:08.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,37,97,35,2018-09-16,,37,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #37,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-09-24 16:00:08.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,38,97,35,2018-09-23,,38,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #38,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-10-01 16:01:52.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,39,97,35,2018-09-30,,39,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #39,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-10-09 16:00:09.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,40,97,35,2018-10-07,,40,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #40,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-10-15 16:00:07.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,41,97,35,2018-10-14,,41,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #41,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-10-22 16:00:06.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,42,97,35,2018-10-21,,42,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #42,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-10-29 16:00:07.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,43,97,35,2018-10-28,,43,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #43,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-11-05 16:00:09.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,44,98,35,2018-11-04,,44,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #44,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-11-13 16:00:09.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,45,97,35,2018-11-11,,45,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #45,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-11-19 16:00:07.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,46,97,35,2018-11-18,,46,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #46,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2018-11-26 16:00:08.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,47,100,35,2018-11-25,,47,,HAIL,TOTAL,WEEKLY,,2018,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #47,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-04-17 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,15,100,35,2017-04-16,,15,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #15,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-04-24 16:00:01.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,16,100,35,2017-04-23,,16,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #16,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-05-01 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,17,100,35,2017-04-30,,17,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #17,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-05-08 16:00:01.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,18,100,35,2017-05-07,,18,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #18,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-05-15 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,19,98,35,2017-05-14,,19,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #19,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-05-22 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,20,96,35,2017-05-21,,20,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #20,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-05-30 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,21,98,35,2017-05-28,,21,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #21,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-06-05 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,22,92,35,2017-06-04,,22,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #22,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-06-12 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,23,96,35,2017-06-11,,23,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #23,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-06-19 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,24,99,35,2017-06-18,,24,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #24,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-06-26 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,25,95,35,2017-06-25,,25,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #25,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-07-05 16:00:27.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,26,80,35,2017-07-02,,26,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #26,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-07-10 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,27,71,35,2017-07-09,,27,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #27,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-07-17 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,28,80,35,2017-07-16,,28,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #28,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-07-24 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,29,97,35,2017-07-23,,29,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #29,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-07-31 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,30,98,35,2017-07-30,,30,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #30,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-08-07 16:00:01.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,31,94,35,2017-08-06,,31,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #31,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-08-14 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,32,91,35,2017-08-13,,32,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #32,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-08-21 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,33,83,35,2017-08-20,,33,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #33,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-08-28 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,34,84,35,2017-08-27,,34,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #34,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-09-05 16:00:01.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,35,77,35,2017-09-03,,35,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #35,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-09-11 16:00:01.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,36,75,35,2017-09-10,,36,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #36,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-09-18 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,37,72,35,2017-09-17,,37,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #37,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-09-25 16:00:01.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,38,81,35,2017-09-24,,38,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #38,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-10-02 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,39,89,35,2017-10-01,,39,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #39,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-10-10 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,40,94,35,2017-10-08,,40,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #40,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-10-16 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,41,97,35,2017-10-15,,41,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #41,NM,
"CROP TOTALS, HAIL - DAMAGE, MEASURED IN PCT NONE",DAMAGE,SURVEY,CROP TOTALS,,CROP TOTALS,NOT SPECIFIED,NEW MEXICO,9000,2017-10-23 16:00:02.000,CROPS,,ALL PRODUCTION PRACTICES,,00000000,ALL CLASSES,,STATE,42,96,35,2017-10-22,,42,,HAIL,TOTAL,WEEKLY,,2017,PCT NONE,,UNITED STATES,,NEW MEXICO,35,WEEK #42,NM,
